,Unnamed: 0,months_as_customer,age,policy_number,policy_deductable,umbrella_limit,insured_zip,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,_id,policy_bind_date,policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,property_damage,police_report_available,auto_make,auto_model,fraud_reported
510,510,204,40,540152,500,0,448310,0,0,10,3,1,2,41700,8340,8340,25020,554,44,0,0,0,3,11,10,1,28,0,2,1,3,4,3,485,1,1,10,3,0
511,511,364,51,385932,500,0,478902,0,0,16,1,2,1,77330,14060,14060,49210,555,540,0,0,1,5,13,2,5,1,2,1,0,3,1,4,155,1,0,13,20,1
512,512,272,41,337158,2000,5000000,435663,38600,-42800,23,1,0,0,84100,16820,8410,58870,561,563,2,1,1,4,10,5,5,53,2,0,1,1,1,0,444,0,0,5,13,1
513,513,402,54,603632,2000,0,444558,48000,-79600,19,1,0,2,67770,7530,15060,45180,573,808,2,1,1,3,4,2,1,51,2,1,0,3,1,6,466,0,1,8,24,1
514,514,51,34,641934,500,0,461264,0,0,23,1,2,3,64200,6420,19260,38520,579,283,2,2,1,6,6,4,4,34,2,2,0,1,1,6,499,0,0,6,10,1
515,515,130,28,542245,1000,0,462377,0,-38500,21,2,2,1,85020,13080,13080,58860,582,198,2,2,0,3,4,12,2,15,0,0,1,0,4,2,408,1,0,5,16,0
516,516,56,36,735844,500,0,609336,0,-28800,13,1,1,2,58500,0,6500,52000,595,232,1,0,1,3,4,8,3,12,2,1,0,4,0,6,830,1,1,5,13,0
517,517,110,27,284834,1000,0,465921,0,-66200,3,1,0,3,57500,5750,5750,46000,606,853,2,2,0,0,8,9,3,54,2,2,2,0,4,6,844,0,0,1,4,0
518,518,34,34,409074,500,0,438529,0,0,4,3,1,0,50800,5080,5080,40640,638,442,2,2,0,6,8,5,0,4,0,2,0,0,0,1,340,0,0,1,4,1
519,519,254,40,463513,500,5000000,453719,0,-74400,23,1,2,2,53460,9720,4860,38880,644,528,0,1,1,1,1,3,5,51,2,0,1,3,1,5,607,0,0,13,20,0
520,520,169,36,607351,500,0,617804,50700,-57600,0,3,2,3,77440,14080,7040,56320,646,243,1,1,1,2,3,19,4,58,0,0,2,0,1,6,814,0,0,4,27,0
521,521,356,54,913337,500,0,461383,58500,-44000,23,3,2,1,68750,12500,12500,43750,652,333,2,2,1,1,9,19,5,1,0,0,0,3,4,3,920,0,0,1,5,1
522,522,145,37,794534,2000,0,457234,0,-35900,13,1,2,3,55110,5010,10020,40080,697,252,2,1,0,0,12,17,4,25,2,1,0,3,5,0,212,0,0,9,26,0
523,523,103,29,221283,500,0,614867,72100,0,5,1,2,3,7110,790,1580,4740,723,831,2,2,1,0,9,0,2,34,1,1,1,4,2,1,265,0,0,0,23,0
524,524,189,39,804751,2000,0,450702,0,0,7,3,2,0,64400,6440,6440,51520,725,887,2,1,0,1,12,12,3,35,0,1,1,4,5,4,89,0,1,4,27,0
525,525,140,32,713172,1000,5000000,457793,0,0,13,1,2,3,82170,14940,7470,59760,728,118,0,1,0,1,10,6,2,31,2,2,0,1,5,4,683,0,0,3,32,1
526,526,96,26,658002,2000,0,611723,10000,0,9,1,2,3,78320,7120,14240,56960,732,115,2,1,0,0,9,3,0,46,2,0,2,0,4,5,93,1,0,10,1,0
527,527,246,43,805806,1000,6000000,454139,0,0,0,1,2,1,50700,5070,5070,40560,734,15,1,1,1,3,0,1,0,58,2,2,1,1,1,2,305,0,0,0,31,0
528,528,160,33,180286,1000,0,616583,61600,0,17,3,2,3,52800,5280,5280,42240,737,409,0,2,0,2,3,8,0,12,0,0,2,0,0,5,111,0,1,9,29,0
529,529,100,33,507452,500,6000000,459428,67300,0,4,1,1,2,40800,6800,6800,27200,741,510,2,1,1,1,0,9,1,49,2,1,1,3,0,1,455,0,0,2,37,0
530,530,37,31,230223,500,0,615218,0,0,21,3,1,1,76450,6950,13900,55600,747,947,0,2,0,4,11,16,3,35,0,2,2,1,6,3,69,0,1,4,30,0
531,531,253,43,582480,500,7000000,613436,46300,-33000,9,1,0,1,3840,640,640,2560,519,872,0,2,0,0,12,8,4,42,3,1,3,4,1,4,215,0,0,3,34,0
532,532,379,54,505014,500,0,447750,41400,0,14,1,0,1,75960,6330,6330,63300,528,285,0,0,0,0,6,11,1,37,2,0,2,0,6,5,675,0,0,7,17,0
533,533,15,34,920826,2000,0,608708,33500,-58900,10,1,1,3,75570,6870,13740,54960,529,560,1,1,0,2,11,18,2,12,2,0,0,4,6,4,696,1,0,2,37,1
534,534,342,53,110408,1000,0,602304,0,0,12,1,0,0,80960,14720,7360,58880,531,169,1,0,0,1,9,7,1,18,2,0,0,0,4,6,846,0,0,0,23,0
535,535,65,23,876699,1000,0,473109,0,-71900,14,1,1,0,52400,6550,6550,39300,535,247,2,1,0,1,11,7,5,6,2,2,0,3,1,0,958,0,1,0,23,1
536,536,93,31,599174,2000,0,431354,0,0,21,3,1,3,48070,8740,8740,30590,542,12,0,0,0,4,9,13,0,39,0,1,0,4,0,0,116,1,0,10,1,0
537,537,37,25,421092,1000,0,617460,49300,0,4,3,0,0,51030,5670,11340,34020,543,473,2,0,0,5,10,9,1,16,0,1,1,0,4,4,893,1,1,11,19,0
538,538,360,51,550294,1000,0,471866,0,-32900,5,1,2,2,4620,840,840,2940,552,204,0,2,1,5,5,5,1,23,3,1,1,4,4,2,365,1,0,4,30,1
539,539,428,53,328387,1000,0,616884,0,0,9,1,2,2,6930,630,1260,5040,553,626,0,0,0,2,12,4,4,38,1,1,3,4,0,6,132,1,0,6,8,0
540,540,194,38,663938,2000,0,604333,46500,0,15,3,1,0,53680,4880,9760,39040,559,42,1,0,0,6,2,12,1,29,0,1,1,0,6,0,516,0,0,12,9,0
541,541,27,27,919875,2000,0,470866,0,-55800,23,1,1,3,61560,6840,6840,47880,562,687,1,0,0,1,0,7,3,49,2,0,2,1,1,4,905,0,0,5,16,0
542,542,102,32,783494,500,3000000,457733,0,0,11,1,1,0,47400,9480,4740,33180,574,913,2,0,1,3,12,5,5,53,2,2,2,3,2,3,614,0,0,3,32,1
543,543,415,52,794731,1000,0,468634,50400,0,15,2,1,3,51090,7860,7860,35370,578,372,1,1,1,6,6,14,1,42,0,1,2,4,6,0,994,1,1,12,18,0
544,544,242,41,512894,2000,6000000,619657,0,-57000,3,3,0,1,68090,12380,12380,43330,583,110,2,1,1,5,10,14,4,34,0,1,1,1,1,4,659,0,0,12,11,0
545,545,75,25,106186,1000,0,472475,0,0,23,2,2,3,65100,6510,6510,52080,589,267,0,2,0,0,8,10,0,9,0,2,2,3,6,6,554,0,1,10,2,0
546,546,463,57,407958,500,0,463356,0,0,14,1,2,0,59400,6600,6600,46200,609,743,0,1,1,5,8,7,5,52,2,0,1,4,1,6,163,0,1,4,27,0
547,547,303,46,832300,1000,0,450184,0,0,3,3,1,0,54890,9980,4990,39920,610,11,1,0,1,5,6,11,0,34,0,1,1,1,1,4,119,0,0,12,11,0
548,548,56,42,655356,500,0,471786,0,0,13,1,1,2,61490,11180,11180,39130,612,786,0,1,0,0,0,5,1,48,2,1,2,3,1,1,330,0,1,2,37,0
549,549,330,47,912665,2000,0,432218,0,-56400,20,2,0,2,60500,11000,5500,44000,629,611,0,0,0,2,2,5,5,59,0,2,2,3,1,4,639,0,1,5,14,1
550,550,292,45,808544,1000,0,451470,0,0,4,1,0,2,7370,670,1340,5360,637,399,0,2,1,5,2,7,4,30,3,1,3,4,6,3,822,0,0,11,19,0
551,551,249,43,577858,2000,0,475524,0,-71200,4,3,2,1,57100,5710,5710,45680,645,896,2,0,0,4,0,9,1,38,0,1,2,1,4,0,584,1,1,6,8,0
552,552,107,32,298412,500,4000000,440680,82100,0,8,1,1,3,3900,780,390,2730,656,624,2,0,1,0,6,19,2,47,3,1,3,4,4,0,951,0,0,5,14,0
553,553,211,37,483088,2000,4000000,430878,42200,-33800,22,3,1,0,53460,5940,5940,41580,662,68,2,1,0,6,1,16,1,23,0,0,2,4,6,3,984,1,0,6,8,0
554,554,125,31,205134,500,0,436784,55400,-40400,4,1,1,2,4320,0,960,3360,677,268,1,2,1,3,7,13,0,16,1,1,3,2,1,0,962,1,0,10,2,0
555,555,276,45,749325,500,0,430621,44500,-61400,11,3,0,2,69300,13860,6930,48510,678,450,0,2,0,2,6,15,5,27,0,0,1,1,4,1,944,0,0,5,13,0
556,556,148,30,774303,500,0,601574,57500,-93600,4,3,2,2,32480,4060,4060,24360,679,501,2,0,0,5,4,4,3,6,0,2,1,4,0,5,14,0,0,4,27,0
557,557,26,42,287436,1000,0,613849,50700,-36300,10,1,2,3,63030,5730,11460,45840,689,889,2,0,1,6,1,17,1,47,2,2,0,4,4,5,231,0,0,10,1,0
558,558,199,38,206004,1000,0,467780,0,-53100,6,1,0,2,44440,8080,4040,32320,691,926,0,1,0,2,12,12,2,53,2,0,0,4,6,1,885,0,0,2,38,1
559,559,186,38,536052,2000,0,477373,39300,-60300,23,3,2,2,68760,11460,5730,51570,699,523,2,1,0,5,13,18,0,59,0,0,2,4,5,0,407,1,0,10,3,1
560,560,85,31,873384,2000,9000000,613471,0,0,1,2,2,1,74400,14880,7440,52080,700,420,0,1,0,4,12,13,0,55,0,0,0,3,6,0,759,0,0,2,22,1
561,561,274,45,589094,1000,0,451467,54700,-47900,13,1,0,0,58500,11700,0,46800,705,610,1,1,0,3,12,6,4,5,2,2,1,0,1,1,206,1,0,0,23,1
562,562,99,28,369941,500,0,612664,0,0,3,1,2,2,49900,4990,9980,34930,716,756,2,0,1,4,9,1,5,14,2,0,2,3,1,1,861,0,1,4,27,0
563,563,38,28,447226,500,4000000,473653,78000,0,4,3,0,3,74880,12480,12480,49920,717,810,2,2,1,5,8,9,2,46,0,2,1,0,6,4,597,0,1,0,33,0
564,564,130,34,153298,500,0,442666,0,-41200,8,1,1,3,5830,1060,1060,3710,721,451,2,0,1,5,11,11,2,1,1,1,3,2,1,5,874,0,1,4,30,0
565,565,371,50,990624,1000,0,613114,79600,0,2,3,2,1,84500,13000,13000,58500,742,328,1,1,1,6,6,2,1,21,0,2,0,3,6,6,230,0,1,13,28,1
566,566,255,39,143109,500,0,470389,38200,0,17,3,0,3,29300,2930,5860,20510,746,792,2,1,0,6,1,3,1,28,0,2,2,1,6,6,267,1,0,1,4,0
567,567,1,29,357949,500,0,612826,52200,0,15,1,2,3,86790,7890,23670,55230,500,603,2,2,0,3,2,13,2,0,2,2,1,4,4,4,693,0,1,6,8,0
568,568,334,46,555374,1000,6000000,454434,0,0,2,1,2,1,57330,12740,6370,38220,505,66,0,0,1,4,11,15,2,22,2,1,1,4,6,2,832,0,0,7,17,0
569,569,266,46,246705,500,0,456600,0,-45800,5,1,1,2,2160,480,240,1440,524,427,2,1,0,0,12,16,3,29,1,1,1,4,0,4,359,0,0,12,11,0
570,570,41,26,619589,1000,0,618405,46700,0,12,1,1,1,6890,530,1060,5300,525,461,0,0,0,3,9,8,3,51,3,1,3,4,4,5,638,1,0,7,17,0
571,571,285,47,729534,1000,0,610989,55100,0,8,1,1,1,2700,300,300,2100,527,941,1,0,0,5,11,1,2,27,3,1,3,4,4,1,222,0,0,5,14,0
572,572,210,35,998192,500,0,476203,0,-19500,11,3,2,1,24570,2730,2730,19110,558,537,0,0,0,1,3,19,1,45,0,2,2,1,6,5,956,0,0,10,3,1
573,573,294,49,756870,500,0,442604,22700,0,23,3,1,1,42900,3900,3900,35100,560,41,1,2,1,5,4,3,3,53,0,2,2,4,6,1,960,1,1,3,25,0
574,574,158,33,509489,1000,3000000,432786,0,0,4,3,0,1,36400,3640,7280,25480,570,274,2,0,1,3,9,12,4,56,0,1,2,0,6,6,49,0,0,13,20,0
575,575,255,45,113516,500,0,600184,0,-40200,16,1,2,0,67320,12240,12240,42840,580,92,0,2,1,2,11,0,3,25,2,0,2,3,0,5,253,0,1,5,16,0
576,576,472,64,911429,500,0,615821,0,0,13,1,2,3,70900,14180,7090,49630,588,839,1,1,1,5,7,16,1,44,2,0,0,1,1,4,293,0,0,8,24,0
577,577,75,27,143924,1000,0,468515,0,0,15,2,0,1,71640,5970,11940,53730,604,238,2,0,1,3,1,12,2,51,0,2,1,4,4,2,284,0,1,12,18,0
578,578,236,39,830878,1000,4000000,604555,0,-63900,17,1,0,0,8700,870,1740,6090,607,216,1,1,0,5,3,15,5,0,1,1,1,4,1,6,196,1,0,0,31,0
579,579,75,27,831053,1000,0,602289,57900,-90100,23,3,0,2,79560,6630,13260,59670,613,862,1,1,1,2,5,2,1,13,0,0,1,4,4,4,993,0,1,13,28,0
580,580,206,42,779156,1000,0,470488,0,-74200,2,1,1,1,78980,7180,14360,57440,623,80,0,2,1,2,6,19,4,22,2,1,0,1,5,2,745,0,0,10,1,1
581,581,127,31,856153,500,0,462250,58200,0,10,1,1,0,6160,560,1120,4480,624,793,2,2,1,0,11,15,1,4,1,1,1,2,4,5,217,1,0,9,35,0
582,582,147,37,952300,1000,6000000,475391,0,-48400,2,2,1,2,53680,9760,4880,39040,631,822,2,2,0,0,9,18,0,21,0,1,2,3,4,6,436,0,0,0,23,0
583,583,235,40,682754,500,0,613399,0,0,11,1,1,2,68300,6830,13660,47810,647,152,0,2,1,1,2,3,0,16,2,2,1,0,1,5,348,0,0,11,15,0
584,584,128,31,526296,500,0,615311,0,-28300,2,3,0,2,69930,0,15540,54390,650,851,0,0,0,2,13,6,2,10,0,2,0,0,1,6,501,0,0,5,13,1
585,585,172,33,100804,1000,6000000,600127,41300,-42000,15,3,0,1,41690,7580,7580,26530,663,376,0,0,0,2,0,15,5,28,0,2,2,0,1,3,815,0,0,10,3,0
586,586,316,46,941807,500,7000000,431968,0,-51000,13,1,0,1,63100,6310,12620,44170,664,678,2,0,0,5,9,13,5,50,2,2,1,0,1,0,580,0,1,0,33,0
587,587,434,57,182450,2000,0,608982,0,0,15,3,1,3,66240,11040,11040,44160,669,670,2,2,1,3,13,3,0,8,0,1,0,3,4,1,620,0,0,9,26,0
588,588,4,29,386429,500,5000000,433153,0,-77800,4,1,0,2,4200,840,420,2940,675,609,0,1,1,2,12,8,2,44,3,1,3,4,4,2,213,0,0,7,36,0
589,589,32,29,108270,500,0,436560,0,-45700,11,3,2,0,57970,10540,5270,42160,676,880,2,0,1,4,0,17,3,33,0,0,1,0,1,0,923,1,0,10,2,0
590,590,238,43,444035,1000,4000000,607458,0,-44800,21,4,0,0,42700,4270,4270,34160,683,575,2,1,1,2,5,5,5,38,0,1,2,0,0,2,259,0,0,10,1,1
591,591,164,31,357808,500,0,474758,44500,-55900,5,1,1,0,4320,480,480,3360,698,58,1,2,0,0,7,15,0,18,3,1,3,4,4,6,817,1,0,8,12,0
592,592,475,61,607974,500,0,612506,0,-59500,23,1,0,2,64350,9900,9900,44550,714,801,0,2,0,5,5,13,5,40,2,0,0,1,4,1,770,1,0,8,12,0
593,593,339,48,290971,500,0,444378,0,0,18,3,2,1,51840,8640,8640,34560,736,81,2,0,1,3,7,7,4,32,0,1,2,1,4,2,737,0,0,13,20,0
594,594,373,55,398683,500,0,444626,0,0,21,4,0,2,60600,6060,12120,42420,744,551,1,1,1,4,11,19,3,10,0,1,0,3,4,0,848,0,0,4,30,1
595,595,322,44,769602,1000,0,606249,49900,-62700,20,3,0,3,49400,9880,4940,34580,748,265,0,0,0,1,6,6,0,37,0,2,0,1,1,4,301,1,0,7,36,0
596,596,86,29,925128,2000,0,610302,74200,-68100,0,1,2,2,62920,9680,14520,38720,507,859,0,0,1,2,9,19,0,23,2,0,1,4,1,4,930,0,1,0,23,0
597,597,280,43,345539,1000,0,448912,0,-51600,1,1,0,2,77000,14000,7000,56000,520,757,1,0,1,3,13,10,3,39,2,0,2,1,1,5,64,0,0,0,31,0
598,598,354,48,534982,2000,5000000,469650,0,0,12,1,2,3,90240,15040,15040,60160,530,565,0,2,0,5,11,8,4,22,2,0,1,4,4,1,798,0,1,3,25,0
599,599,259,42,382394,2000,0,465667,65000,-49200,17,3,1,2,62590,5690,11380,45520,534,31,2,0,0,6,1,17,5,3,0,1,2,1,6,3,877,0,1,9,29,0
600,600,392,50,556415,2000,0,431496,68400,-66800,4,1,2,2,108030,16620,16620,74790,565,830,2,0,0,6,3,8,1,5,2,2,1,3,6,6,20,0,1,10,1,0
601,601,143,30,250249,500,5000000,436499,0,-65700,16,1,2,0,54300,10860,5430,38010,566,208,1,0,0,2,3,7,4,3,2,1,1,1,4,5,255,0,1,12,18,0
602,602,371,54,403776,2000,0,469853,34700,-81000,18,3,1,2,32280,5380,5380,21520,567,539,1,0,1,2,2,12,5,9,0,0,0,0,4,1,671,0,0,5,16,1
603,603,241,39,485295,1000,0,473591,0,-54900,20,3,0,2,37520,4690,4690,28140,571,542,2,1,0,3,0,13,3,45,0,2,1,4,4,4,291,0,1,7,36,0
604,604,282,46,502634,2000,0,450800,51100,-75100,2,1,2,2,69400,13880,6940,48580,576,809,2,0,1,4,7,7,5,39,2,0,1,4,1,6,788,0,0,2,22,0
605,605,150,30,290162,1000,0,439690,40100,0,7,1,1,3,4590,510,510,3570,586,425,1,0,1,1,11,19,3,1,3,1,3,4,6,6,594,1,1,13,20,0
606,606,160,38,497929,500,0,441425,0,-43800,13,3,2,1,66780,7420,14840,44520,594,909,2,1,1,2,11,17,5,30,0,2,0,1,4,2,546,0,1,8,24,0
607,607,239,38,485642,1000,5000000,610246,0,0,12,3,1,3,61920,6880,6880,48160,599,837,2,1,0,5,5,3,2,41,0,0,0,4,6,4,354,0,0,10,2,0
608,608,267,46,270208,2000,0,616276,0,0,4,4,2,1,77100,15420,7710,53970,608,882,2,0,0,4,0,14,5,27,0,0,2,4,5,5,979,0,0,13,20,0
609,609,97,28,191891,1000,0,443854,0,-32600,22,1,1,0,45270,10060,10060,25150,618,337,2,0,1,3,4,18,0,4,2,1,2,0,4,6,813,0,0,7,36,0
610,610,438,57,714346,500,0,616164,0,0,14,1,0,0,40700,4070,4070,32560,620,145,2,2,0,4,6,5,0,6,2,2,1,4,4,2,612,0,0,13,28,1
611,611,87,27,326289,500,0,620962,0,0,2,1,2,1,34650,6300,3150,25200,621,54,2,0,0,5,13,14,3,35,2,2,1,4,1,5,627,0,1,5,14,0
612,612,109,29,488464,2000,6000000,457727,0,0,17,3,1,3,91080,16560,16560,57960,653,78,2,0,0,2,0,12,0,44,0,2,1,4,1,5,94,0,1,7,36,0
613,613,330,48,804219,1000,0,466498,0,0,10,1,1,3,59500,11900,5950,41650,661,673,2,1,1,1,4,16,0,49,2,2,0,0,5,6,235,1,0,4,27,0
614,614,80,28,998865,1000,0,442142,0,-18600,3,1,0,1,33480,3720,3720,26040,673,307,0,2,0,1,4,9,5,12,2,1,0,4,4,3,449,0,0,4,27,0
615,615,270,41,639027,1000,0,460263,62200,0,17,3,1,1,60190,4630,9260,46300,703,666,0,1,1,2,11,6,4,22,0,1,2,0,4,1,346,0,0,8,24,1
616,616,276,46,283267,2000,0,435518,0,-70400,17,1,1,2,51390,5710,5710,39970,709,769,2,0,1,1,5,5,0,26,2,0,1,0,4,1,643,0,0,13,20,1
617,617,96,29,465065,1000,5000000,618493,47500,-58700,15,3,2,3,55400,5540,11080,38780,715,278,1,1,1,1,9,10,2,2,0,1,0,0,0,6,435,1,1,3,32,1
618,618,259,44,831668,2000,0,454529,0,0,8,1,0,0,105820,16280,16280,73260,718,494,2,1,0,5,3,8,0,6,2,0,1,3,1,3,236,1,1,1,4,0
619,619,243,41,621756,1000,0,470190,17300,-60400,1,1,1,0,50300,10060,5030,35210,729,520,1,0,0,1,4,4,3,46,2,0,0,1,6,2,342,0,1,11,21,1
620,620,149,34,374545,500,0,608963,0,-60000,3,1,0,1,105040,16160,16160,72720,733,847,1,1,0,6,2,16,5,53,2,1,2,1,6,1,471,0,0,4,30,0
621,621,283,48,963680,1000,0,446755,0,-46200,9,1,2,3,6560,820,820,4920,511,61,2,2,0,3,11,13,0,39,1,1,3,4,1,2,609,0,0,13,20,0
622,622,12,24,491484,1000,0,464353,51400,0,13,3,2,1,53370,5930,5930,41510,506,183,0,2,0,6,12,13,2,53,0,1,1,4,1,5,588,0,0,9,35,0
623,623,184,38,215534,1000,0,437889,0,0,6,3,0,2,53730,11940,5970,35820,513,890,0,1,0,1,13,5,1,42,0,2,1,0,3,4,468,0,0,4,30,1
624,624,284,48,168260,1000,0,444232,0,-42400,11,1,0,3,35750,6500,3250,26000,515,413,2,1,0,3,12,12,2,51,2,2,2,3,1,4,292,0,1,8,12,0
625,625,339,49,840806,2000,0,441142,98800,-65300,13,1,0,3,6820,1240,620,4960,533,344,1,2,1,3,0,13,1,9,3,1,1,2,4,1,128,0,0,8,24,0
626,626,210,38,950880,500,0,615229,0,0,6,1,1,2,8640,1440,720,6480,548,263,1,1,1,3,12,9,2,4,3,1,1,4,5,6,699,0,0,0,33,0
627,627,185,35,618682,2000,0,442695,0,0,8,1,2,3,4950,900,450,3600,556,471,1,2,1,1,7,17,3,24,3,1,3,4,6,0,982,0,1,5,14,0
628,628,63,26,550930,500,6000000,613826,0,-36500,5,1,0,2,5160,860,860,3440,557,87,0,2,1,6,2,14,3,35,3,1,1,4,0,4,87,0,1,0,33,0
629,629,180,33,113464,2000,0,441871,58100,-49000,12,4,2,3,57700,11540,5770,40390,564,515,1,2,0,3,10,10,3,37,0,1,1,0,5,1,602,0,1,7,17,0
630,630,182,40,439049,1000,0,466161,50000,-56900,13,1,0,2,71100,7110,14220,49770,575,248,1,0,1,6,7,16,0,39,2,0,2,3,4,3,692,1,0,1,4,0
631,631,143,31,425631,500,0,604874,37700,0,21,4,2,0,76120,6920,13840,55360,581,784,0,1,1,0,10,12,0,44,0,2,0,3,0,0,743,1,0,1,5,0
632,632,180,35,464234,1000,0,432148,0,-55800,17,1,1,3,5100,1020,510,3570,585,736,0,2,1,4,6,19,5,32,3,1,1,2,2,6,77,0,0,3,25,0
633,633,43,43,528385,500,0,604861,0,0,16,1,2,1,79970,7270,21810,50890,591,229,0,2,0,0,1,19,1,10,2,1,0,0,6,0,624,0,0,6,8,1
634,634,16,35,110084,1000,0,612660,59300,-31400,0,1,2,1,55000,10000,10000,35000,602,205,0,1,1,3,11,5,3,39,2,1,2,3,4,2,856,0,0,13,20,1
635,635,103,26,979544,500,0,475173,66300,0,14,2,2,2,40600,4060,4060,32480,617,526,0,0,1,4,12,17,0,9,0,0,1,4,1,0,417,0,0,13,28,0
636,636,228,40,136520,500,0,478609,43700,0,20,1,0,2,6050,1100,1100,3850,627,414,1,0,1,0,3,0,0,9,1,1,3,4,6,3,415,0,0,12,9,0
637,637,287,45,322609,1000,0,440720,0,-54600,19,1,0,2,53800,5380,5380,43040,632,782,2,2,1,5,13,9,1,1,2,0,1,1,5,6,312,0,0,0,23,0
638,638,140,35,155912,1000,0,470538,0,-42900,5,1,0,2,2860,520,260,2080,635,448,2,0,0,2,2,5,5,13,1,1,3,2,4,1,254,0,1,3,34,1
639,639,106,28,110143,2000,0,601177,0,0,8,1,2,1,5490,0,1220,4270,636,627,2,0,1,2,2,14,3,9,3,1,1,4,6,2,952,1,1,10,3,0
640,640,290,48,824728,500,5000000,469742,45300,0,20,2,1,1,41520,5190,5190,31140,639,533,0,1,1,0,0,18,1,35,0,2,1,1,5,4,336,0,0,9,35,0
641,641,362,55,636843,1000,0,442239,44400,-71500,0,3,0,3,39690,0,0,39690,641,237,2,0,0,3,7,0,4,39,0,1,2,4,1,2,463,0,0,11,21,0
642,642,143,32,111874,1000,0,468986,79900,0,1,1,2,0,62260,5660,5660,50940,642,779,0,2,0,2,3,9,0,6,2,1,0,0,4,6,251,0,0,10,1,0
643,643,2,20,480094,1000,4000000,613327,0,-54700,22,1,1,3,48360,4030,8060,36270,654,488,1,2,0,2,2,9,2,31,2,2,1,3,6,1,107,0,1,1,5,0
644,644,198,34,263108,1000,0,614941,0,-55100,18,1,1,1,95000,9500,9500,76000,655,615,2,1,1,0,5,11,2,48,2,2,0,3,6,2,655,1,1,5,14,0
645,645,435,60,593466,500,5000000,462804,73500,-43300,23,1,2,1,62880,5240,10480,47160,665,194,2,2,1,0,8,5,2,35,2,0,2,0,6,0,387,0,0,8,12,1
646,646,25,38,944953,1000,7000000,608807,40900,0,0,1,1,1,4320,480,960,2880,674,315,2,1,1,1,0,14,5,47,3,1,3,2,5,3,52,0,1,12,11,0
647,647,222,38,698470,2000,0,433853,0,-64500,20,1,2,2,60480,6720,6720,47040,680,650,1,0,1,4,6,10,1,45,2,0,2,4,1,2,322,0,1,0,33,0
648,648,78,27,309323,500,0,613931,0,-66500,4,1,0,3,6050,550,1100,4400,682,386,2,2,1,3,7,16,2,52,1,1,3,4,4,3,875,0,0,13,28,0
649,649,190,35,284836,500,5000000,432699,0,0,4,1,0,1,3840,640,320,2880,686,224,1,1,0,2,12,9,0,42,1,1,3,2,1,5,521,0,0,10,1,0
650,650,289,45,943425,2000,0,466289,46700,-72500,9,1,2,1,2700,300,300,2100,695,131,2,1,0,5,4,12,5,50,3,1,3,4,6,5,858,0,0,6,6,0
651,651,46,41,315041,2000,0,611556,43700,-66300,23,3,1,3,78600,13100,19650,45850,708,185,2,0,0,4,8,18,0,15,0,1,2,0,4,2,527,0,0,4,30,1
652,652,267,43,369226,500,0,600418,49000,0,0,1,1,3,1920,480,0,1440,726,331,2,1,1,6,0,17,4,19,1,1,1,2,0,3,378,0,1,3,34,0
653,653,116,31,615116,500,0,603733,28600,0,23,1,0,0,44200,4420,8840,30940,730,235,1,1,0,4,9,4,0,12,2,2,0,4,4,5,117,0,0,11,15,0
654,654,293,45,235097,1000,0,447560,51500,0,13,3,1,1,51210,11380,5690,34140,735,540,0,0,0,4,3,8,4,40,0,0,2,1,6,3,855,0,0,7,36,0
655,655,224,42,662088,500,0,455913,0,-51400,11,1,0,0,55200,9200,13800,32200,738,480,2,2,0,1,9,11,3,19,2,0,1,1,6,6,589,0,1,6,10,0
656,656,175,39,892148,500,5000000,450709,0,-43600,9,3,2,2,71610,13020,6510,52080,743,462,1,2,1,6,3,10,0,57,0,0,0,3,4,0,909,1,1,12,18,1
657,657,26,39,493161,1000,0,433155,0,-53700,0,1,0,2,49800,9960,4980,34860,501,56,1,1,1,5,12,17,0,40,2,2,0,4,6,1,986,0,0,8,24,0
658,658,209,38,116735,500,0,442866,38600,-52900,8,1,2,0,80100,8900,8900,62300,510,51,2,1,1,2,8,15,0,24,2,1,2,4,6,0,273,0,0,1,4,0
659,659,316,45,164988,2000,5000000,430832,58300,0,6,3,2,0,78870,7170,14340,57360,526,277,0,0,0,2,9,11,0,34,0,2,0,0,5,6,544,0,1,11,21,0
660,660,254,46,871432,2000,0,619794,0,-90600,3,3,1,3,63580,5780,11560,46240,536,726,0,1,1,4,12,1,0,1,0,0,0,0,6,0,774,0,1,13,20,0
661,661,230,44,372891,2000,0,442210,45400,-39400,19,1,0,2,74140,13480,13480,47180,539,679,1,1,0,1,9,10,2,39,2,0,2,1,4,5,981,0,1,2,37,0
662,662,230,43,505316,2000,0,473394,48100,0,13,1,0,2,75460,13720,13720,48020,546,694,1,0,1,4,9,2,5,28,2,2,2,0,5,2,226,0,0,1,5,0
663,663,153,37,627486,500,0,438215,52300,-55600,5,3,0,3,42500,4250,4250,34000,550,158,1,2,1,2,13,1,4,7,0,2,2,0,0,0,250,0,0,13,20,0
664,664,292,42,396002,1000,0,605369,0,-53800,15,3,1,1,84600,16920,8460,59220,568,475,1,1,1,3,6,4,2,6,0,1,2,3,6,5,722,1,0,3,25,0
